# model dataset graph n_nodes n_4_cliques
ER_iter web-spam res_72.txt 4766 215647
ER_iter web-spam res_73.txt 4767 379613
ER_iter web-spam res_74.txt 4767 308842
ER_iter web-spam res_75.txt 4767 546623
ER_iter web-spam res_76.txt 4767 306601
ER_iter web-spam res_77.txt 4767 360242
ER_iter web-spam res_78.txt 4767 284476
ER_iter web-spam res_79.txt 4767 354528
ER_iter web-spam res_7.txt 4767 221847
ER_iter web-spam res_80.txt 4766 391129
ER_iter web-spam res_81.txt 4767 395599
ER_iter web-spam res_82.txt 4767 231098
ER_iter web-spam res_83.txt 4767 310649
ER_iter web-spam res_84.txt 4767 369907
ER_iter web-spam res_85.txt 4767 469393
ER_iter web-spam res_86.txt 4767 282605
ER_iter web-spam res_87.txt 4767 482298
ER_iter web-spam res_88.txt 4767 347544
ER_iter web-spam res_89.txt 4767 342940
ER_iter web-spam res_8.txt 4767 361665
ER_iter web-spam res_90.txt 4767 229229
ER_iter web-spam res_91.txt 4767 215660
ER_iter web-spam res_92.txt 4767 359038
ER_iter web-spam res_93.txt 4767 475795
ER_iter web-spam res_94.txt 4767 334991
ER_iter web-spam res_95.txt 4767 298506
ER_iter web-spam res_96.txt 4767 350055
ER_iter web-spam res_97.txt 4767 521463
ER_iter web-spam res_98.txt 4767 460695
ER_iter web-spam res_99.txt 4767 340494
ER_iter web-spam res_9.txt 4767 361226
